阿爸	aaba
充实	isui
充数	isuu
冲水	isuv
冲刷	isuw
冲着	isve
重振	isvf
重整	isvg
充值	isvi
重装	isvd
虫蛀	isvu
垂死挣扎	isvv
重温	iswf
宠物	iswu
重围	iswz
重新	isxn
冲洗	isxi
宠幸	isxy
冲向	isxd
重现	isxm
冲销	isxc
重写	isxx
重修	isxq
充血	isxt
重阳	isy
虫牙	isya
冲印	isyn
重阳	isyh
充溢	isyi
重演	isyj
重影	isyy
充裕	isyu
畅所欲言	isyy
充足	isz
冲澡	iszk
重载	iszl
虫子	iszi
重组	iszu
冲走	iszb
丑态百出	itbi
长途跋涉	itbu
吹弹得破	itdp
彻头彻尾	itiw
出头鸟	itn
垂头丧气	itsq
赤条条	itt
出头之日	itvr
畅通无阻	itwz
串通一气	ityq
初步	iub
出殡	iubn
出手不凡	iubf
出版	iubj
出兵	iuby
长生不老	iubl
初步	iubu
储备	iubz
成事不足败事有余	iuby
成事不足	iubz
储存	iuc
除草	iuck
出彩	iucl
储藏	iuch
初次	iuci
出错	iuco
储存	iucp
出道	iudk
出台	iudl
初等	iudg
触底	iudi
触电	iudm
除掉	iudc
初段	iudr
出动	iuds
除恶	iuee
初二	iuer
出发	iufa
处分	iuff
厨房	iufh
触犯	iufj
出水芙蓉	iufr
除非	iufz
出国	iug
初稿	iugk
楚歌	iuge
出港	iugh
触感	iugj
出国	iugo
橱柜	iugv
除垢	iugb
除害	iuhl
出汗	iuhj
出货	iuho
出乎	iuhu
初始化	iuhw
出差	iuil
除尘	iuif
出城	iuig
出场	iuih
出产	iuij
橱窗	iuid
除虫	iuis
处处	iuiu
初春	iuip
出丑	iuib
出尽	iujn
初级	iuji
常胜将军	iujj
出境	iujy
崇山峻岭	iujl
初见	iujm
触角	iujc
出借	iujx
触觉	iujt
出具	iuju
出家	iujw
赤手空拳	iukq
触控	iuks
出口	iukb
处理	iul
出来	iull
除了	iule
处理	iuli
储量	iuld
初恋	iulm
出落	iulo
出笼	iuls
赤身露体	iult
出路	iulu
出马	iuma
出卖	iuml
出门	iumf
出名	iumy
车水马龙	iuml
出面	iumm
触摸	iumo
触目	iumu
处女	iun
出纳	iuna
初生牛犊不怕虎	iunh
处男	iunj
初年	iunm
雏鸟	iunc
触怒	iunu
处女	iunv
出品	iupn
出牌	iupl
触碰	iupg
出票	iupc
出去	iuq
出勤	iuqn
初期	iuqi
出清	iuqy
出钱	iuqm
出鞘	iuqc
初秋	iuqq
除权	iuqr
除却	iuqt
出去	iuqu
承上启下	iuqx
出任	iurf
出神入化	iurh
怵然	iurj
出生入死	iurs
出入	iuru
初赛	iusl
出色	iuse
处死	iusi
初三	iusj
处所	iuso
出头	iut
出逃	iutk
出台	iutl
出趟	iuth
出题	iuti
初探	iutj
出庭	iuty
触痛	iuts
出土	iutu
出头	iutb
出身	iuuf
出生	iuug
厨师	iuui
出山	iuuj
除霜	iuud
出水	iuuv
出售	iuub
出招	iuvk
出诊	iuvf
出征	iuvg
处长	iuvh
处置	iuvi
出战	iuvj
初中	iuvs
除外	iuwl
初吻	iuwf
触网	iuwh
出位	iuwz
出新	iuxn
出席	iuxi
雏形	iuxy
出现	iuxm
楚雄	iuxs
初学	iuxt
储蓄	iuxu
春生夏长	iuxv
出巡	iuxp
处于	iuy
初夜	iuye
初一	iuyi
出演	iuyj
出迎	iuyy
出院	iuyr
处于	iuyu
出游	iuyb
处在	iuzl
出自	iuzi
成事在天	iuzt
出租	iuzu
出走	iuzb
垂爱	iva
垂爱	ivai
捶背	ivbz
垂钓	ivd
捶打	ivda
吹灯	ivdg
垂钓	ivdc
吹断	ivdr
吹动	ivds
吹风	ivfg
垂范	ivfj
吹拂	ivfu
叱咤风云	ivfy
吹干	ivg
吹干	ivgj
吹过	ivgo
差之毫厘	ivhl
吹吹	ivi
吹吹	iviv
长治久安	ivja
吹进	ivjn
炊具	ivju
吹开	ivkl
吹了	ivl
吹来	ivll
吹了	ivle
锤炼	ivlm
吹落	ivlo
垂柳	ivlq
吹绿	ivlv
垂泪	ivlz
吹灭	ivmx
垂暮	ivmu
吹牛	ivn
吹牛	ivnq
吹捧	ivpg
吹破	ivpo
重整旗鼓	ivqg
吹气	ivqi
垂青	ivqy
传之其人	ivqr
垂死	ivs
垂死	ivsi
吹散	ivsj
垂头	ivt
垂体	ivti
吹弹	ivtj
处之泰然	ivtr
捶腿	ivtv
垂头	ivtb
吹哨	ivuk
垂手	ivub
垂直	ivv
吹着	ivve
垂直	ivvi
吹皱	ivvb
垂危	ivw
垂问	ivwf
垂危	ivwz
垂询	ivx
吹袭	ivxi
垂涎	ivxm
吹箫	ivxc
垂悬	ivxr
捶胸	ivxs
吹嘘	ivxu
垂下	ivxw
垂询	ivxp
炊烟	ivy
嗤之以鼻	ivyb
持之以恒	ivyh
炊烟	ivyj
吹皱一池春水	ivyu
穿针引线	ivyx
吹奏	ivz
锤子	ivzi
垂足	ivzu
成竹在胸	ivzx
吹奏	ivzb
成王败寇	iwbk
称王称霸	iwib
唇亡齿寒	iwih
传为佳话	iwjh
重温旧梦	iwjm
吃完了	iwl
查无实据	iwuj
臭味相投	iwxt
称兄道弟	ixdd
捶胸顿足	ixdz
乘兴而来	ixel
乘虚而入	ixer
吃闲饭	ixf
诚心诚意	ixiy
处心积虑	ixjl
春夏秋冬	ixqd
承先启后	ixqh
称心如意	ixry
垂涎三尺	ixsi
长相厮守	ixsu
长袖善舞	ixuw
初学者	ixv
抽薪止沸	ixvf
城下之盟	ixvm
痴心妄想	ixwx
垂涎欲滴	ixyd
春宵一刻	ixyk
春意盎然	iyar
纯白	ipb
纯白	ipbl
蠢笨	ipbf
迟疑不决	iybj
唇边	ipbm
春播	ipbo
唇部	ipbu
出言不逊	iybx
春草	ipck
蠢才	ipcl
春蚕	ipcj
纯粹	ipcv
愁云惨雾	iycw
蠢蛋	ipdj
长吁短叹	iydt
纯度	ipdu
春分	ipff
春风	ipfg
茶余饭后	iyfh
春光	ipg
唇膏	ipgk
春耕	ipgg
春光	ipgd
春宫	ipgs
察言观色	iygs
春花	iph
醇和	iphe
春寒	iphj
蠢货	ipho
唇红	iphs
春晖	iphv
春花	iphw
醇厚	iphb
春茶	ipia
春潮	ipik
春城	ipig
唇齿	ipii
蠢蠢	ipip
纯洁	ipj
纯金	ipjn
茶余酒后	iyjh
春季	ipji
纯净	ipjy
纯碱	ipjm
春节	ipjx
春卷	ipjr
春假	ipjw
春困	ipkp
春兰	ipl
醇醪	iplk
纯利	ipli
春兰	iplj
纯良	ipld
春联	iplm
唇裂	iplx
春意阑珊	iylu
蠢驴	iplv
春雷	iplz
沉鱼落雁	iyly
沉冤莫白	iymb
纯毛	ipmk
春梦	ipmg
纯棉	ipmm
崇洋媚外	iymw
彻夜难眠	iynm
淳朴	ipp
纯平	ippy
纯朴	ippu
春秋	ipq
纯情	ipqy
春秋	ipqq
吃一堑长一智	iyqv
蠢人	ipr
蠢人	iprf
春雨如油	iyry
尺有所短	iysd
春色	ipse
春笋	ipsp
春天	ipt
春天	iptm
纯属	ipu
唇舌	ipue
蠢事	ipui
纯属	ipuu
春水	ipuv
纯真	ipv
纯真	ipvf
纯正	ipvg
春装	ipvd
纯种	ipvs
蠢猪	ipvu
出言无状	iywv
春夏	ipx
春心	ipxn
成也萧何	iyxh
纯系	ipxi
纯形	ipxy
醇香	ipxd
春晓	ipxc
春夏	ipxw
春汛	ipxp
纯银	ipyn
春药	ipyk
春意	ipyi
春雨	ipyu
春运	ipyp
春游	ipyb
常用字	iyz
酬宾	ibbn
筹办	ibbj
绸布	ibbu
筹备	ibbz
筹措	ibc
筹措	ibco
抽调	ibd
抽打	ibda
筹到	ibdk
绸带	ibdl
仇敌	ibdi
车载斗量	izdl
抽调	ibdc
绸缎	ibdr
抽动	ibds
稠度	ibdu
丑恶	ibe
丑恶	ibee
抽风	ibfg
抽干	ibg
抽干	ibgj
丑怪	ibgy
抽光	ibgd
仇恨	ibhf
臭汗	ibhj
抽换	ibhr
抽回	ibhv
筹划	ibhw
抽出	ibi
抽查	ibia
惆怅	ibih
臭虫	ibis
抽出	ibiu
瞅瞅	ibib
抽筋	ibjn
传宗接代	izjd
筹集	ibji
抽奖	ibjd
筹建	ibjm
筹借	ibjx
丑角	ibjt
仇家	ibjw
抽空	ibk
抽考	ibkk
筹款	ibkr
抽空	ibks
愁苦	ibku
丑陋	ibl
酬劳	iblk
抽离	ibli
丑陋	iblb
筹码	ibm
筹码	ibma
愁闷	ibmf
稠密	ibmi
臭名	ibmy
筹募	ibmu
臭美	ibmz
绸缪	ibmb
丑女	ibn
丑男	ibnj
丑女	ibnv
臭屁	ibp
筹拍	ibpl
臭屁	ibpi
抽签	ibq
臭气	ibqi
抽签	ibqm
抽球	ibqq
抽取	ibqu
仇人	ibrf
愁容	ibrs
筹算	ibsr
抽逃	ibtk
丑态	ibtl
抽屉	ibti
抽身	ibu
仇杀	ibua
抽身	ibuf
仇视	ibui
抽水	ibuv
抽中	ibvs
瞅准	ibvp
丑闻	ibw
丑闻	ibwf
臭味	ibwz
抽象	ibxd
酬谢	ibxx
抽血	ibxt
愁绪	ibxu
抽噎	ibye
抽样	ibyh
姹紫嫣红	izyh
抽烟	ibyj
仇怨	ibyr
筹资	ibzi
筹组	ibzu
抽走	ibzb
桀骜不驯	jabx
举案齐眉	jaqm
居安思危	jasw
节哀顺变	jaub
骄傲自大	jazd
骄傲自满	jazm
紧挨	jnai
进步	jnb
骄兵必败	jbbb
劲爆	jnbk
近百	jnbl
紧绷	jnbg
金榜	jnbh
金币	jnbi
锦标	jnbc
进步	jnbu
金杯	jnbz
仅此	jnci
进餐	jncj
紧蹙	jncu
仅存	jncp
紧凑	jncb
近代	jndl
禁地	jndi
紧盯	jndy
金店	jndm
金蝶	jndx
锦缎	jndr
进度	jndu
筋斗	jndb
金额	jne
金额	jnee
进而	jner
谨防	jnf
金粉	jnff
谨防	jnfh
紧跟	jngf
金刚	jngh
金光	jngd
巾帼	jngo
尽管	jngr
进攻	jngs
筋骨	jngu
绝不姑息	jbgx
仅够	jngb
锦盒	jnhe
金碧辉煌	jbhh
襟怀	jnhy
金黄	jnhd
进货	jnho
尽欢	jnhr
近乎	jnhu
进化	jnhw
金婚	jnhp
今后	jnhb
金钗	jnil
今晨	jnif
进程	jnig
进场	jnih
矜持	jnii
金疮	jnid
进出	jniu
久病成医	jbiy
仅仅	jnjn
紧紧	jnjn
紧急	jnji
近景	jnjy
金奖	jnjd
晋见	jnjm
近郊	jnjc
进阶	jnjx
禁酒	jnjq
禁绝	jnjt
精兵简政	jbjv
进价	jnjw
进军	jnjp
金卡	jnka
坚不可摧	jbkc
急不可待	jbkd
尽可	jnke
尽快	jnky
近况	jnkd
进款	jnkr
金库	jnku
机不可失	jbku
进口	jnkb
近邻	jnln
进来	jnll
尽了	jnle
尽力	jnli
禁令	jnly
尽量	jnld
金莲	jnlm
进料	jnlc
筋络	jnlo
禁猎	jnlx
禁脔	jnlr
金龙	jnls
近路	jnlu
锦纶	jnlp
筋脉	jnml
进门	jnmf
紧密	jnmi
今明	jnmy
浸没	jnmo
锦囊	jnnh
今年	jnnm
剑拔弩张	jbnv
浸泡	jnpk
金牌	jnpl
近旁	jnph
捷报频传	jbpi
仅凭	jnpy
紧迫	jnpo
经不起	jbq
近亲	jnqn
近期	jnqi
精兵强将	jbqj
尽情	jnqy
金钱	jnqm
紧俏	jnqc
进球	jnqq
紧缺	jnqt
进去	jnqu
坚壁清野	jbqy
健步如飞	jbrf
今日	jnri
尽然	jnrj
金融	jnrs
进入	jnru
今不如昔	jbrx
筋肉	jnrb
禁赛	jnsl
金色	jnse
近似	jnsi
紧缩	jnso
紧随	jnsv
尽头	jnt
今天	jntm
金榜题名	jbtm
金条	jntc
津贴	jntx
金童	jnts
金榜题名时	jbtu
进退	jntv
尽头	jntb
劲射	jnue
谨慎	jnuf
今生	jnug
近视	jnui
金山	jnuj
金属	jnuu
进水	jnuv
禁售	jnub
今朝	jnvk
紧着	jnve
金针	jnvf
紧张	jnvh
禁止	jnvi
进展	jnvj
金镯	jnvo
金砖	jnvr
尽忠	jnvs
进驻	jnvu
紧追	jnvv
紧抓	jnvw
今晚	jnwj
紧握	jnwo
进屋	jnwu
仅为	jnwz
洁白无瑕	jbwx
进行	jnx
尽心	jnxn
今昔	jnxi
进行	jnxy
仅限	jnxm
今宵	jnxc
进修	jnxq
金牙	jnya
金银	jnyn
紧要	jnyk
今夜	jnye
禁烟	jnyj
禁用	jnys
金鱼	jnyu
禁运	jnyp
仅有	jnyb
尽早	jnzk
尽责	jnze
金子	jnzi
近作	jnzo
饥不择食	jbzu
谨遵	jnzp
局促不安	jcba
举措不当	jcbd
仅此而已	jcey
将错就错	jcjc
精彩绝伦	jcjl
就此了结	jclj
见财起意	jcqy
几次三番	jcsf
家财万贯	jcwg
结草衔环	jcxh
仅次于	jcy
绝大部分	jdbf
坚定不移	jdby
绝顶聪明	jdcm
娇滴滴	jdd
绝大多数	jddu
崛地而起	jdeq
江东父老	jdfl
皆大欢喜	jdhx
夹道欢迎	jdhy
旧地重游	jdiy
基督教	jdj
绝代佳人	jdjr
讲道理	jdl
鸡蛋里挑骨头	jdlt
简单明了	jdml
经得起	jdq
就地取材	jdqc
见多识广	jdug
借刀杀人	jdur
景德镇	jdv
家道中落	jdvl
井底之蛙	jdvw
借贷无门	jdwm
决定性	jdx
精雕细刻	jdxk
精打细算	jdxs
精雕细琢	jdxv
结党营私	jdys
剪恶除奸	jeij
吉尔吉斯	jejs
久而久之	jejv
接二连三	jels
疾恶如仇	jeri
简而言之	jeyv
敬而远之	jeyv
鸡飞蛋打	jfdd
鸡飞狗跳	jfgt
见缝插针	jfiv
解放军	jfj
劫富济贫	jfjp
解放前	jfq
金风送爽	jfsu
见风使舵	jfud
久负盛名	jfum
几分钟	jfv
疾风知劲草	jfvc
今非昔比	jfxb
接风洗尘	jfxi
绝非易事	jfyu
将功补过	jgbg
居高不下	jgbx
仅供参考	jgck
揭竿而起	jgeq
借古讽今	jgfj
鞠躬尽瘁	jgjc
急功近利	jgjl
假公济私	jgjs
见惯了	jgl
居高临下	jglx
建功立业	jgly
击鼓鸣金	jgmj
静观其变	jgqb
金鼓齐鸣	jgqm
几个人	jgr
举国若狂	jgrk
嫁狗随狗	jgsg
机关算尽	jgsj
金戈铁马	jgtm
井冈山	jgu
举国上下	jgux
将功赎罪	jguz
紧箍咒	jgv
经国之才	jgvc
惊弓之鸟	jgvn
将功折罪	jgvz
甲骨文	jgw
巾帼须眉	jgxm
精耕细作	jgxz
节骨眼	jgy
降格以求	jgyq
几个字	jgz
居功自傲	jgza
酒酣耳热	jher
尽欢而散	jhes
久旱逢甘霖	jhfl
脚后跟	jhg
集合竞价	jhjj
饥寒交迫	jhjp
见好就收	jhju
敬候佳音	jhjy
襟怀磊落	jhll
江河日下	jhrx
襟怀坦白	jhtb
惊慌失措	jhuc
镜花水月	jhuy
机会主义	jhvy
惊魂未定	jhwd
借花献佛	jhxf
旧恨新仇	jhxi
驾鹤西去	jhxq
嫁祸于	jhy
嫁祸于人	jhyr
劫后余生	jhyu
惊鸿艳影	jhyy
叫花子	jhz
激昂	jiah
季报	jibk
击败	jibl
基本	jibf
击毙	jibi
羁绊	jibj
疾病	jiby
几遍	jibm
级别	jibx
纠缠不清	jibq
几倍	jibz
坚持不懈	jibx
荠菜	jicl
计策	jice
基层	jicg
机舱	jich
几次	jici
记错	jico
即从	jics
急促	jicu
集萃	jicv
寄存	jicp
极大	jida
寄到	jidk
亟待	jidl
记得	jide
激荡	jidh
基地	jidi
鸡蛋	jidj
既定	jidy
极点	jidm
基调	jidc
极端	jidr
激动	jids
季度	jidu
嫉妒	jidu
挤兑	jidv
饥饿	jiee
继而	jier
激发	jifa
积分	jiff
讥讽	jifg
机房	jifh
几番	jifj
肌肤	jifu
计费	jifz
极高	jigk
几个	jige
激光	jigd
记过	jigo
机关	jigr
籍贯	jigr
技工	jigs
击鼓	jigu
寄给	jigz
记挂	jigw
机构	jigb
记号	jihk
集合	jihe
记恨	jihf
饥寒	jihj
极坏	jihy
饥荒	jihd
激活	jiho
疾患	jihr
几乎	jihu
机会	jihv
计划	jihw
击昏	jihp
稽查	jiia
讥嘲	jiik
挤车	jiie
击沉	jiif
继承	jiig
集成	jiig
机场	jiih
鸡翅	jiii
机床	jiid
击穿	jiir
基础	jiiu
基金	jijn
积极	jiji
寂静	jijy
即将	jijd
击键	jijm
计较	jijc
季节	jijx
急救	jijq
几句	jiju
计价	jijw
季军	jijp
饥渴	jike
疾苦	jiku
击溃	jikv
击垮	jikw
忌口	jikb
吉林	jiln
记牢	jilk
家长里短	jild
极了	jile
激励	jili
机灵	jily
伎俩	jild
饥肠辘辘	jill
寂寥	jilc
击落	jilo
激烈	jilx
激流	jilq
基隆	jils
记录	jilu
纪律	jilv
积累	jilz
机敏	jimn
鸡毛	jimk
寄卖	jiml
急忙	jimh
机密	jimi
几名	jimy
寂寞	jimo
继母	jimu
计谋	jimb
缉拿	jina
挤奶	jinl
技能	jing
济南	jinj
纪念	jinm
激怒	jinu
妓女	jinv
奇偶	jiou
极品	jipn
冀盼	jipj
几篇	jipm
机票	jipc
急迫	jipo
吉普	jipu
机器	jiqi
激情	jiqy
极强	jiqd
几千	jiqm
技巧	jiqc
急切	jiqx
击球	jiqq
几圈	jiqr
汲取	jiqu
集群	jiqp
继任	jirf
即日	jiri
既然	jirj
记入	jiru
肌肉	jirb
祭扫	jisk
祭祀	jisi
几所	jiso
计算	jisr
寄送	jiss
激素	jisu
脊髓	jisv
吉他	jita
几套	jitk
鸡汤	jith
集体	jiti
祭坛	jitj
几天	jitm
几条	jitc
寄托	jito
金蝉脱壳	jitq
集团	jitr
瘠土	jitu
鸡腿	jitv
鸡头	jitb
急刹	jiua
极少	jiuk
跻身	jiuf
寄生	jiug
挤上	jiuh
即使	jiui
及时	jiui
极爽	jiud
技术	jiuu
积水	jiuv
棘手	jiub
几招	jivk
记者	jive
急诊	jivf
急症	jivg
几张	jivh
机制	jivi
激战	jivj
集装	jivd
急转	jivr
集中	jivs
记住	jivu
脊椎	jivv
基准	jivp
几周	jivb
祭文	jiwf
寄望	jiwh
几万	jiwj
鸡窝	jiwo
既无	jiwu
极为	jiwz
机芯	jixn
即席	jixi
畸形	jixy
迹象	jixd
极限	jixm
绩效	jixc
机械	jixx
机修	jixq
吉凶	jixs
积雪	jixt
继续	jixu
记下	jixw
集训	jixp
积压	jiya
基因	jiyn
既要	jiyk
基业	jiye
寄养	jiyh
记忆	jiyi
机缘	jiyr
急用	jiys
几月	jiyt
机遇	jiyu
集运	jiyp
绩优	jiyb
鸡杂	jiza
急躁	jizk
记载	jizl
激增	jizg
机子	jizi
积攒	jizj
几座	jizo
机组	jizu
挤走	jizb
计将安出	jjai
结结巴巴	jjbb
岌岌不可终日	jjbr
节节败退	jjbt
经久不衰	jjbu
经久不息	jjbx
经济舱	jjc
荆棘丛生	jjcu
简简单单	jjdd
金鸡独立	jjdl
踽踽独行	jjdx
见机而行	jjex
激将法	jjf
久经风霜	jjfu
急惊风撞着慢郎中	jjfv
犄角旮旯	jjgl
解甲归田	jjgt
九九归一	jjgy
家家户户	jjhh
聚精会神	jjhu
进进出出	jjii
借酒浇愁	jjji
斤斤计较	jjjj
将计就计	jjjj
戒骄戒躁	jjjz
岌岌可危	jjkw
久经考验	jjky
解决了	jjl
津津乐道	jjld
近几年	jjn
绞尽脑汁	jjnv
经久耐用	jjny
竭尽全力	jjql
经纪人	jjr
仅仅如此	jjrc
久居人下	jjrx
静极思动	jjsd
嫁鸡随鸡	jjsj
竭尽所能	jjsn
荆棘塞途	jjst
近几天	jjt
旧金山	jju
紧接着	jjv
叽叽喳喳	jjvi
掎角之势	jjvu
叽叽喳喳	jjvv
眷眷之心	jjvx
唧唧歪歪	jjww
积极性	jjx
见机行事	jjxu
家家有本难念的经	jjyj
金枷玉锁	jjys
井井有条	jjyt
炯炯有神	jjyu
津津有味	jjyw
兢兢业业	jjyy
荆棘载途	jjzt
敬爱	jyai
警报	jybk
叫苦不迭	jkbd
经办	jybj
精兵	jyby
竞标	jybc
颈脖	jybo
绝口不提	jkbt
颈部	jybu
警备	jybz
精彩	jycl
经此	jyci
精粹	jycv
竟达	jyda
惊呆	jydl
净得	jyde
劲敌	jydi
经典	jydm
惊动	jyds
精度	jydu
惊愕	jyee
艰苦奋斗	jkfd
警方	jyfh
经费	jyfz
警告	jygk
竟敢	jygj
精怪	jygy
精光	jygd
经过	jygo
景观	jygr
警官	jygr
精工	jygs
胫骨	jygu
警棍	jygp
竞购	jygb
精华	jyh
警号	jyhk
惊骇	jyhl
经合	jyhe
京杭	jyhh
精悍	jyhj
惊慌	jyhd
惊鸿	jyhs
惊呼	jyhu
精华	jyhw
惊魂	jyhp
静候	jyhb
警察	jyia
警车	jyie
京城	jyig
经常	jyih
惊出	jyiu
京津	jyjn
经济	jyji
静静	jyjy
精简	jyjm
惊叫	jyjc
境界	jyjx
敬酒	jyjq
经卷	jyjr
警觉	jyjt
京剧	jyju
竞价	jyjw
惊恐	jyk
荆轲	jyke
靖康	jykh
境况	jykd
惊恐	jyks
井口	jykb
敬老	jylk
经历	jyli
精灵	jyly
精良	jyld
精炼	jylm
经络	jylo
痉挛	jylr
叫苦连天	jklt
劲旅	jylv
惊雷	jylz
经纶	jylp
警民	jymn
经贸	jymk
静脉	jyml
荆门	jymf
精密	jymi
精明	jymy
镜面	jymm
精妙	jymc
静默	jymo
敬慕	jymu
精美	jymz
竟能	jyng
境内	jynz
精品	jyp
精品	jypn
竞拍	jypl
井喷	jypf
精辟	jypi
镜片	jypm
景颇	jypo
敬佩	jypz
惊奇	jyqi
敬请	jyqy
京腔	jyqd
精巧	jyqc
警犬	jyqr
精确	jyqt
景区	jyqu
惊扰	jyrk
惊人	jyrf
竟然	jyrj
精锐	jyrv
竞赛	jysl
景色	jyse
警司	jysi
捷克斯洛伐克	jksk
精算	jysr
惊悚	jyss
精髓	jysv
惊涛	jytk
静态	jytl
警惕	jyti
惊叹	jytj
静听	jyty
惊天	jytm
精通	jyts
净土	jytu
鲸吞	jytp
镜头	jytb
鲸鲨	jyua
劲射	jyue
精神	jyuf
井绳	jyug
经商	jyuh
竟是	jyui
景山	jyuj
经书	jyuu
井水	jyuv
经受	jyub
惊蛰	jyve
竞争	jyvg
警长	jyvh
精致	jyvi
精湛	jyvj
精装	jyvd
警钟	jyvs
竞逐	jyvu
颈椎	jyvv
精准	jyvp
境外	jywl
经文	jywf
敬挽	jywj
静卧	jywo
景物	jywu
惊恐万状	jkwv
警卫	jywz
精心	jyxn
惊喜	jyxi
惊醒	jyxy
景象	jyxd
惊险	jyxm
经销	jyxc
警械	jyxx
精选	jyxr
竞选	jyxr
经血	jyxt
惊吓	jyxw
警讯	jyxp
经验	jyy
惊讶	jyya
静音	jyyn
竟要	jyyk
敬业	jyye
敬仰	jyyh
敬意	jyyi
经验	jyyj
经营	jyyy
金科玉律	jkyl
警员	jyyr
鲸鱼	jyyu
金口玉言	jkyy
竟有	jyyb
净增	jyzg
镜子	jyzi
静坐	jyzo
竞走	jyzb
江岸	jdan
俱乐部	jlb
江滨	jdbn
接连不断	jlbd
江边	jdbm
奖杯	jdbz
酱菜	jdcl
江郎才尽	jlcj
姜葱	jdcs
将达	jdda
降到	jddk
降低	jddi
降调	jddc
江东	jdds
豇豆	jddb
尽力而为	jlew
降幅	jdf
奖罚	jdfa
降幅	jdfu
讲稿	jdgk
降格	jdge
叽里呱啦	jlgl
讲过	jdgo
鸡零狗碎	jlgs
江湖	jdh
江海	jdhl
江河	jdhe
江汉	jdhj
江淮	jdhy
降火	jdho
解铃还须系铃人	jlhr
绛红	jdhs
江湖	jdhu
将会	jdhv
讲话	jdhw
奖惩	jdi
江潮	jdik
奖惩	jdig
疆场	jdih
僵持	jdii
精力充沛	jlip
江川	jdir
讲解	jdj
奖金	jdjn
降级	jdji
讲讲	jdjd
讲解	jdjx
讲究	jdjq
僵局	jdju
降价	jdjw
将军	jdjp
讲课	jdke
江口	jdkb
降临	jdln
将来	jdll
江郎	jdlh
奖励	jdli
将领	jdly
降落	jdlo
江流	jdlq
据理力争	jllv
江轮	jdlp
江门	jdmf
紧锣密鼓	jlmg
讲明	jdmy
江面	jdmm
姜末	jdmo
江南	jdn
江南	jdnj
江宁	jdny
纪录片	jlp
奖品	jdpn
奖牌	jdpl
江畔	jdpj
讲评	jdpy
姜片	jdpm
奖票	jdpc
将其	jdq
讲起	jdqi
讲情	jdqy
讲求	jdqq
奖券	jdqr
匠人	jdrf
军令如山	jlru
酱肉	jdrb
绛色	jdse
姜丝	jdsi
江苏	jdsu
讲台	jdt
江涛	jdtk
讲台	jdtl
姜汤	jdth
讲坛	jdtj
疆土	jdtu
君临天下	jltx
江豚	jdtp
奖赏	jduh
将是	jdui
江山	jduj
将帅	jduy
讲述	jduu
降水	jduv
讲授	jdub
降至	jdv
江浙	jdve
奖章	jdvh
降至	jdvi
奖状	jdvd
讲桌	jdvo
江中	jdvs
既来之则安之	jlvv
将为	jdw
降温	jdwf
价廉物美	jlwm
精力旺盛	jlwu
降为	jdwz
见利忘义	jlwy
江西	jdx
匠心	jdxn
江西	jdxi
奖项	jdxd
将校	jdxc
降雪	jdxt
降序	jdxu
降下	jdxw
见猎心喜	jlxx
降压	jdya
江阴	jdyn
将要	jdyk
浆液	jdye
讲演	jdyj
僵硬	jdyy
将用	jdys
急流勇退	jlyt
降雨	jdyu
酱油	jdyb
将在	jdz
将在	jdzl
酱紫	jdzi
讲座	jdzo
强嘴	jdzv
鸡烂嘴巴硬	jlzy
煎熬	jmao
箭靶	jmba
简报	jmbk
肩膀	jmbh
减半	jmbj
兼并	jmby
简便	jmbm
简表	jmbc
鉴别	jmbx
健步	jmbu
兼备	jmbz
剪彩	jmcl
检测	jmce
建仓	jmch
简答	jmda
见到	jmdk
兼得	jmde
建党	jmdh
减低	jmdi
简单	jmdj
鉴定	jmdy
检点	jmdm
剪掉	jmdc
间谍	jmdx
简短	jmdr
监督	jmdu
舰队	jmdv
减额	jme
减额	jmee
简明扼要	jmey
减法	jmfa
剑锋	jmfg
建房	jmfh
简繁	jmfj
肩负	jmfu
减肥	jmfz
鸡鸣狗盗	jmgd
间隔	jmge
鸡鸣狗吠	jmgf
见怪	jmgy
见过	jmgo
监管	jmgr
见工	jmgs
坚固	jmgu
见鬼	jmgv
减号	jmhk
建行	jmhh
间或	jmho
减缓	jmhr
见红	jmhs
监护	jmhu
捡回	jmhv
简化	jmhw
坚持	jmi
检查	jmia
煎炒	jmik
兼差	jmil
奸臣	jmif
简称	jmig
建厂	jmih
坚持	jmii
减产	jmij
剪除	jmiu
渐进	jmjn
剪辑	jmji
健将	jmjd
渐渐	jmjm
尖叫	jmjc
间接	jmjx
简洁	jmjx
坚决	jmjt
艰巨	jmju
减价	jmjw
建军	jmjp
监考	jmkk
剪开	jmkl
剑客	jmke
健康	jmkh
简况	jmkd
监控	jmks
艰苦	jmku
减亏	jmkv
缄口	jmkb
监牢	jmlk
捡来	jmll
见了	jmle
健朗	jmlh
建立	jmli
见谅	jmld
溅落	jmlo
简略	jmlt
渐露	jmlu
简论	jmlp
简陋	jmlb
简码	jmma
贱民	jmmn
贱卖	jmml
减慢	jmmj
简明	jmmy
见面	jmmm
缄默	jmmo
歼灭	jmmx
健美	jmmz
健脑	jmnk
见你	jmni
艰难	jmnj
奸佞	jmny
贱内	jmnz
挤眉弄眼	jmny
简拼	jmpn
健脾	jmpi
键盘	jmpj
简评	jmpy
检票	jmpc
简朴	jmpu
居民区	jmq
精明强干	jmqg
坚强	jmqh
捡起	jmqi
减轻	jmqy
